id,type,long,trend,entry_i,entry_ts,entry,sl,tp,atr,exit_i,exit_ts,exit,reason,bars,gross,comm,net,pts,trail
320,TS,False,True,9291,1736515800000,94818.18,95145.34539699597,94000.26650751007,545.2756616599478,9291,1736515800000,94000.26650751007,TP,0,81.79134924899263,4.740908999999999,77.05044024899263,817.9134924899263,
321,TS,False,True,9294,1736521200000,94115.62,94547.19371545194,93036.68571137013,719.2895257532455,9294,1736521200000,93036.68571137013,TP,0,107.89342886298692,4.705781,103.18764786298692,1078.9342886298691,
322,TS,False,True,9404,1736719200000,94352.7,94520.44357490068,93933.34106274831,279.5726248344611,9404,1736719200000,93933.34106274831,TP,0,41.93589372516872,4.7176350000000005,37.21825872516872,419.35893725168717,
323,TL,True,True,9483,1736861400000,95898.66,95563.79471367844,96735.82321580392,558.1088105359389,9483,1736861400000,96735.82321580392,TP,0,83.71632158039138,4.794933,78.92138858039138,837.1632158039138,
324,TL,True,True,9507,1736904600000,97116.45,96818.11912144022,97862.27719639943,497.2181309329607,9509,1736908200000,96818.11912144022,SL,2,-29.83308785597765,9.696728456072012,-39.52981631204966,298.33087855977647,0.0
325,TL,True,True,9529,1736944200000,96591.97,96354.72992497934,97185.07018755167,395.4001250344415,9529,1736944200000,97185.07018755167,TP,0,59.31001875516668,4.8295985,54.48042025516668,593.1001875516667,
326,TL,True,True,9530,1736946000000,96942.92,96702.02764462367,97545.15088844082,401.4872589605525,9531,1736947800000,97545.15088844082,TP,1,60.22308884408267,9.72440354442204,50.49868529966063,602.2308884408267,0.0
327,TL,True,True,9534,1736953200000,99434.8,99100.65718893422,100270.15702766448,556.9046851096502,9535,1736955000000,99434.8,BE,1,0.0,9.943480000000001,-9.943480000000001,0.0,0.0
328,TL,True,True,9543,1736969400000,99365.93,99045.66463663206,100166.59340841981,533.7756056132141,9544,1736971200000,100166.59340841981,TP,1,80.06634084198159,9.97662617042099,70.0897146715606,800.6634084198158,0.0
329,TL,True,True,9565,1737009000000,99680.45,99443.58501816384,100272.61245459039,394.77496972692865,9568,1737014400000,99443.58501816384,SL,3,-23.686498183615914,9.956201750908193,-33.6426999345241,236.86498183615913,0.0
330,TL,True,True,9616,1737100800000,101440.51,101155.64755625009,102152.66610937475,474.7707395831748,9617,1737102600000,102152.66610937475,TP,1,71.21561093747587,10.179658805468739,61.03595213200713,712.1561093747587,0.0
331,TL,True,True,9620,1737108000000,101861.26,101589.24011641135,102541.30970897159,453.3664726477265,9621,1737109800000,102541.30970897159,TP,1,68.00497089715937,10.22012848544858,57.784842411710784,680.0497089715936,0.0
332,TL,True,True,9625,1737117000000,102529.24,102265.84144829298,103187.73637926755,438.99758617836494,9629,1737124200000,102529.24,BE,4,0.0,10.252924000000002,-10.252924000000002,0.0,0.0
333,TL,True,True,9630,1737126000000,103379.23,103070.7922767951,104150.32430801226,514.0628720081739,9630,1737126000000,104150.32430801226,TP,0,77.10943080122671,5.168961500000001,71.94046930122671,771.094308012267,
334,TL,True,True,9632,1737129600000,104000.0,103674.86959580802,104812.82601047996,541.8840069866408,9633,1737131400000,104812.82601047996,TP,1,81.28260104799557,10.440641300523998,70.84195974747158,812.8260104799556,0.0
335,TL,True,True,9634,1737133200000,104972.81,104646.0457229161,105789.72069270976,544.6071284731756,9635,1737135000000,104646.0457229161,SL,1,-32.676427708390115,10.480942786145805,-43.15737049453592,326.7642770839011,0.0
336,TL,True,True,9638,1737140400000,104835.68,104464.31878124236,105764.08304689408,618.9353645960625,9638,1737140400000,105764.08304689408,TP,0,92.8403046894091,5.241784,87.5985206894091,928.403046894091,
337,TL,True,True,9675,1737207000000,103488.98,103162.91188942232,104304.15027644418,543.446850962791,9675,1737207000000,104304.15027644418,TP,0,81.5170276444187,5.174449000000001,76.34257864441871,815.170276444187,
338,TL,True,True,9816,1737460800000,103758.25,103258.25,105008.25,873.7560860218808,9820,1737468000000,105008.25,TP,4,125.0,10.438325,114.561675,1250.0,0.0
339,TL,True,True,9824,1737475200000,103942.99,103442.99,105192.99,1044.6008701474937,9824,1737475200000,105192.99,TP,0,125.0,5.197149500000001,119.8028505,1250.0,
340,TL,True,True,9829,1737484200000,106395.73,105895.73,107645.73,994.7253154185628,9833,1737491400000,106395.73,BE,4,0.0,10.639573,-10.639573,0.0,0.0
341,TS,False,True,9907,1737624600000,102307.26,102641.89981711109,101470.66045722227,557.733028518481,9909,1737628200000,101470.66045722227,TP,2,83.65995427777234,10.188896022861114,73.47105825491123,836.5995427777234,0.0
342,TS,False,True,9912,1737633600000,101944.5,102279.36315087209,101107.3421228198,558.1052514534717,9915,1737639000000,101944.5,BE,3,0.0,10.194450000000002,-10.194450000000002,0.0,0.0
343,TL,True,True,9957,1737714600000,105270.01,104885.21592934712,106231.99517663219,641.3234510881325,9964,1737727200000,104885.21592934712,SL,7,-38.479407065287525,10.507761296467356,-48.98716836175488,384.79407065287523,0.0
344,TL,True,True,9965,1737729000000,105266.01,104894.40695630678,106195.01760923305,619.3384061553721,9965,1737729000000,104894.40695630678,SL,0,-37.16030436932197,5.263300500000001,-42.42360486932197,371.60304369321966,
345,TL,True,True,9968,1737734400000,105859.99,105496.08208272814,106769.75979317968,606.5131954531163,9972,1737741600000,106769.75979317968,TP,4,90.9769793179672,10.631487489658985,80.34549182830823,909.769793179672,0.0
346,TL,True,True,10250,1738242000000,105020.01,104784.82335109159,105607.976622271,391.9777481806669,10251,1738243800000,105020.01,BE,1,0.0,10.502001,-10.502001,0.0,0.0
347,TL,True,True,10253,1738247400000,104909.42,104625.01362330475,105620.4359417381,474.01062782540953,10253,1738247400000,105620.4359417381,TP,0,71.10159417381074,5.245471,65.85612317381074,711.0159417381074,
348,TL,True,True,10294,1738321200000,104284.1,104061.21684582636,104841.3078854341,371.47192362273086,10294,1738321200000,104841.3078854341,TP,0,55.72078854340944,5.214205000000001,50.50658354340944,557.2078854340944,
349,TS,False,True,10336,1738396800000,102166.49,102363.89760274543,101672.97099313642,329.0126712423928,10339,1738402200000,101672.97099313642,TP,3,49.35190068635857,10.191973049656823,39.159927636701745,493.5190068635857,0.0
350,TS,False,True,10347,1738416600000,102245.99,102425.99194936435,101795.98512658912,300.00324894059247,10350,1738422000000,101795.98512658912,TP,3,45.00048734108859,10.202098756329457,34.79838858475914,450.0048734108859,0.0
351,TS,False,True,10358,1738436400000,102003.7,102172.3668530759,101582.03286731025,281.1114217931703,10359,1738438200000,101582.03286731025,TP,1,42.16671326897486,10.179286643365513,31.987426625609345,421.66713268974854,0.0
352,TS,False,True,10360,1738440000000,101669.6,101853.5013784175,101209.84655395629,306.50229736247906,10360,1738440000000,101209.84655395629,TP,0,45.97534460437164,5.083480000000001,40.89186460437164,459.7534460437164,
353,TS,False,True,10364,1738447200000,101199.81,101421.75897415091,100644.93756462268,369.9149569182046,10364,1738447200000,101421.75897415091,SL,0,-22.194897415091692,5.0599905,-27.254887915091693,221.9489741509169,
354,TS,False,True,10373,1738463400000,100930.33,101163.03880699388,100348.55798251531,387.848011656464,10374,1738465200000,100348.55798251531,TP,1,58.17720174846909,10.063944399125766,48.11325734934332,581.7720174846909,0.0
355,TS,False,True,10375,1738467000000,99611.99,99891.82823664269,98912.3944083933,466.39706107113426,10376,1738468800000,99611.99,BE,1,0.0,9.961199,-9.961199,0.0,0.0
356,TS,False,True,10383,1738481400000,99886.46,100160.94896939743,99200.23757650645,457.48161566236627,10385,1738485000000,99886.46,BE,2,0.0,9.988646000000001,-9.988646000000001,0.0,0.0
357,TS,False,True,10388,1738490400000,99690.78,99965.85105472138,99003.10236319652,458.4517578689812,10390,1738494000000,99003.10236319652,TP,2,68.76776368034771,9.934694118159827,58.83306956218789,687.6776368034771,0.0
358,TS,False,True,10391,1738495800000,99006.0,99290.77649825907,98294.05875435233,474.62749709845235,10393,1738499400000,98294.05875435233,TP,2,71.19412456476712,9.865002937717618,61.3291216270495,711.9412456476712,0.0
359,TS,False,True,10401,1738513800000,98847.69,99164.25198491273,98056.28503771819,527.6033081878759,10402,1738515600000,98056.28503771819,TP,1,79.14049622818129,9.84519875188591,69.29529747629539,791.4049622818129,0.0
360,TS,False,True,10403,1738517400000,97848.0,98206.20109923597,96952.49725191007,597.0018320599544,10404,1738519200000,97848.0,BE,1,0.0,9.7848,-9.7848,0.0,0.0
361,TS,False,True,10474,1738645200000,100053.11,100488.5324283515,98964.55392912128,725.7040472524792,10474,1738645200000,98964.55392912128,TP,0,108.85560708787234,5.002655500000001,103.85295158787234,1088.5560708787234,
362,TS,False,True,10479,1738654200000,99019.98,99455.09225577867,97932.19936055332,725.1870929644546,10481,1738657800000,97932.19936055332,TP,2,108.77806394466752,9.847608968027668,98.93045497663985,1087.7806394466752,0.0
363,TS,False,True,10491,1738675800000,99478.27,99843.27983998743,98565.74540003146,608.3497333123661,10492,1738677600000,98565.74540003146,TP,1,91.25245999685431,9.902200770001574,81.35025922685274,912.524599968543,0.0
364,TS,False,True,10494,1738681200000,99984.72,100441.7398653252,98842.17033668699,761.6997755420088,10494,1738681200000,98842.17033668699,TP,0,114.25496633130098,4.999236000000001,109.25573033130098,1142.5496633130097,
365,TS,False,True,10590,1738854000000,97835.98,98137.73493669405,97081.59265826485,502.92489449009213,10591,1738855800000,97081.59265826485,TP,1,75.43873417351425,9.745878632913241,65.692855540601,754.3873417351424,0.0
366,TS,False,True,10593,1738859400000,97044.36,97365.69924340992,96241.01189147518,535.5654056832126,10595,1738863000000,97044.36,BE,2,0.0,9.704436,-9.704436,0.0,0.0
367,TS,False,True,10596,1738864800000,96715.35,97042.65403563106,95897.08991092237,545.5067260517573,10597,1738866600000,95897.08991092237,TP,1,81.82600890776376,9.630621995546118,72.19538691221764,818.2600890776375,0.0
368,TS,False,True,10642,1738947600000,97827.67,98285.30120643968,96683.59198390078,762.7186773994734,10644,1738951200000,97827.67,BE,2,0.0,9.782767,-9.782767,0.0,0.0
369,TS,False,True,10727,1739100600000,96763.62,96899.82810126063,96423.09974684841,227.01350210105508,10728,1739102400000,96423.09974684841,TP,1,34.05202531515825,9.65933598734242,24.392689327815827,340.52025315158244,0.0
370,TS,False,True,10730,1739106000000,96535.27,96682.1188966726,96168.1477583185,244.74816112099765,10731,1739107800000,96168.1477583185,TP,1,36.71222416814999,9.635170887915926,27.07705328023406,367.1222416814999,0.0
371,TS,False,True,10838,1739300400000,95469.28,95725.90885445042,94827.70786387393,427.71475741737265,10842,1739307600000,95469.28,BE,4,0.0,9.546928,-9.546928,0.0,0.0
372,TS,False,True,10845,1739313000000,96238.88,96530.03637241217,95510.9890689696,485.2606206869358,10845,1739313000000,95510.9890689696,TP,0,72.78909310304007,4.811944,67.97714910304008,727.8909310304007,
373,TS,False,True,10853,1739327400000,96022.49,96291.5498062447,95349.84048438827,448.43301040781796,10854,1739329200000,95349.84048438827,TP,1,67.26495156117308,9.568616524219415,57.69633503695366,672.6495156117307,0.0
374,TS,False,True,10866,1739350800000,96358.46,96571.9562485207,95824.71937869828,355.8270808678148,10871,1739359800000,96358.46,BE,5,0.0,9.635846,-9.635846,0.0,0.0
375,TS,False,True,10919,1739446200000,96105.14,96327.25275951414,95549.85810121462,370.1879325235852,10923,1739453400000,96105.14,BE,4,0.0,9.610514000000002,-9.610514000000002,0.0,0.0
376,TS,False,True,10929,1739464200000,95459.46,95738.08969804118,94762.88575489707,464.38283006862713,10930,1739466000000,95738.08969804118,SL,1,-27.862969804117167,9.55987748490206,-37.42284728901923,278.62969804117165,0.0
377,TS,False,True,11102,1739775600000,96376.78,96542.33513877277,95962.89215306807,275.9252312879588,11103,1739777400000,95962.89215306807,TP,1,41.38878469319316,9.616983607653403,31.771801085539757,413.88784693193156,0.0
378,TS,False,True,11119,1739806200000,96528.3,96729.0792871462,96026.35178213452,334.63214524366265,11119,1739806200000,96026.35178213452,TP,0,50.194821786548715,4.826415,45.36840678654872,501.9482178654871,
379,TS,False,True,11120,1739808000000,95659.45,95864.98205235004,95145.6198691249,342.55342058340096,11120,1739808000000,95864.98205235004,SL,0,-20.553205235004135,4.7829725,-25.336177735004135,205.53205235004134,
380,TS,False,True,11121,1739809800000,95499.99,95707.41790575361,94981.42023561598,345.7131762560147,11122,1739811600000,95707.41790575361,SL,1,-20.742790575360416,9.56037039528768,-30.303160970648097,207.42790575360414,0.0
381,TL,True,True,11256,1740052800000,97207.93,97074.23867940757,97542.15830148106,222.81886765404022,11257,1740054600000,97542.15830148106,TP,1,33.42283014810673,9.737504415074053,23.68532573303268,334.2283014810673,0.0
382,TL,True,True,11259,1740058200000,97396.23,97262.23579980264,97731.2155004934,223.3236669956004,11260,1740060000000,97731.2155004934,TP,1,33.4985500493407,9.75637227502467,23.74217777431603,334.985500493407,0.0
383,TL,True,True,11264,1740067200000,96903.76,96685.26691782464,97449.99270543839,364.1551369589266,11264,1740067200000,97449.99270543839,TP,0,54.62327054383932,4.845188,49.77808254383932,546.2327054383932,
384,TL,True,True,11268,1740074400000,97954.95,97733.3170638273,98509.03234043175,369.3882269544961,11270,1740078000000,98509.03234043175,TP,2,55.40823404317489,9.823199117021588,45.585034926153305,554.0823404317489,0.0
385,TL,True,True,11291,1740115800000,98261.4,98119.6537359075,98615.76566023123,236.24377348749266,11295,1740123000000,98261.4,BE,4,0.0,9.826139999999999,-9.826139999999999,0.0,0.0
386,TL,True,True,11301,1740133800000,98424.0,98272.91370915202,98801.71572711995,251.81048474663243,11303,1740137400000,98801.71572711995,TP,2,37.7715727119954,9.861285786356,27.910286925639397,377.71572711995395,0.0
387,TL,True,True,11304,1740139200000,98629.31,98473.16766290342,99019.66584274145,260.2372284942977,11306,1740142800000,99019.66584274145,TP,2,39.03558427414537,9.882448792137073,29.1531354820083,390.35584274145367,0.0
388,TS,False,True,11344,1740211200000,96288.09,96463.29032445957,95850.08918885107,292.0005407659548,11347,1740216600000,96463.29032445957,SL,3,-17.520032445956897,9.63756901622298,-27.157601462179876,175.20032445956895,0.0
389,TS,False,True,11405,1740321000000,95986.0,96098.06249997899,95705.84375005255,186.77083329830128,11405,1740321000000,95705.84375005255,TP,0,28.015624994745306,4.799300000000001,23.216324994745307,280.15624994745303,
390,TS,False,True,11407,1740324600000,95716.01,95834.10491069616,95420.7727232596,196.8248511602689,11407,1740324600000,95420.7727232596,TP,0,29.52372767404013,4.785800500000001,24.73792717404013,295.2372767404013,
391,TS,False,True,11409,1740328200000,95566.99,95684.34350973292,95273.60622566773,195.58918288819106,11410,1740330000000,95273.60622566773,TP,1,29.33837743322802,9.542029811283388,19.79634762194463,293.38377433228015,0.0
392,TS,False,True,11420,1740348000000,95755.25,95868.96836755045,95470.9540811239,189.5306125840721,11421,1740349800000,95755.25,BE,1,0.0,9.575524999999999,-9.575524999999999,0.0,0.0
393,TS,False,True,11484,1740463200000,92070.35,92431.78155860367,91166.77110349083,602.3859310061173,11486,1740466800000,91166.77110349083,TP,2,90.3578896509178,9.16185605517454,81.19603359574326,903.5788965091779,0.0
394,TS,False,True,11501,1740493800000,89165.45,89665.45,87915.45,903.8541580743341,11501,1740493800000,87915.45,TP,0,125.0,4.4582725000000005,120.5417275,1250.0,
395,TS,False,True,11502,1740495600000,87157.25,87657.25,85907.25,931.5274324975959,11503,1740497400000,87157.25,BE,1,0.0,8.715725,-8.715725,0.0,0.0
396,TS,False,True,11555,1740591000000,87009.82,87509.82,85759.82,839.2042317551665,11555,1740591000000,85759.82,TP,0,125.0,4.350491000000001,120.649509,1250.0,
397,TS,False,True,11556,1740592800000,86051.33,86551.33,84801.33,875.3532152012256,11557,1740594600000,84801.33,TP,1,125.0,8.542633,116.457367,1250.0,0.0
398,TS,False,True,11608,1740686400000,84113.98,84537.18042074148,83055.97894814628,705.3340345691463,11608,1740686400000,83055.97894814628,TP,0,105.80010518537165,4.205699,101.59440618537165,1058.0010518537165,
399,TS,False,True,11618,1740704400000,84258.65,84680.38426672693,83204.31433318266,702.8904445448923,11618,1740704400000,83204.31433318266,TP,0,105.43356668173365,4.2129325,101.22063418173366,1054.3356668173365,
400,TS,False,True,11619,1740706200000,83177.27,83660.21324767501,81969.91188081248,804.9054127916861,11619,1740706200000,81969.91188081248,TP,0,120.73581191875274,4.158863500000001,116.57694841875275,1207.3581191875273,
401,TS,False,True,11621,1740709800000,81959.76,82459.76,80709.76,975.8854834785457,11621,1740709800000,80709.76,TP,0,125.0,4.097988,120.902012,1250.0,
402,TS,False,True,11623,1740713400000,80928.48,81428.48,79678.48,958.324575040175,11624,1740715200000,79678.48,TP,1,125.0,8.030348,116.969652,1250.0,0.0
403,TS,False,True,11631,1740727800000,79500.02,80000.02,78250.02,992.0153050330996,11634,1740733200000,79500.02,BE,3,0.0,7.9500020000000005,-7.9500020000000005,0.0,0.0
404,TS,False,True,11686,1740826800000,84900.01,85207.90317429473,84130.27706426315,513.1552904912261,11689,1740832200000,84900.01,BE,3,0.0,8.490001000000001,-8.490001000000001,0.0,0.0
405,TL,True,True,11782,1740999600000,92546.76,92118.56064470772,93617.2583882307,713.6655921538011,11787,1741008600000,93617.2583882307,TP,5,107.04983882306988,9.308200919411536,97.74163790365834,1070.4983882306988,0.0
406,TS,False,True,11834,1741093200000,83763.73,84226.15036222551,82607.6790944362,770.7006037091986,11834,1741093200000,82607.6790944362,TP,0,115.6050905563796,4.1881865,111.4169040563796,1156.0509055637958,
407,TL,True,True,11880,1741176000000,89814.26,89391.67626534941,90870.71933662645,704.3062244176392,11881,1741177800000,90870.71933662645,TP,1,105.64593366264599,9.034248966831322,96.61168469581466,1056.4593366264598,0.0
408,TL,True,True,11907,1741224600000,90340.0,89873.38425378299,91506.53936554251,777.6929103616778,11907,1741224600000,91506.53936554251,TP,0,116.65393655425142,4.517,112.13693655425142,1166.5393655425141,
409,TL,True,True,11913,1741235400000,91595.48,91163.4899602783,92675.45509930425,719.9833995361665,11915,1741239000000,92675.45509930425,TP,2,107.99750993042545,9.213546754965213,98.78396317546024,1079.9750993042544,0.0
410,TL,True,True,11924,1741255200000,90752.14,90381.54608576509,91678.62478558728,617.6565237248545,11928,1741262400000,90752.14,BE,4,0.0,9.075214,-9.075214,0.0,0.0
411,TL,True,True,11934,1741273200000,89803.99,89345.55234685066,90950.08413287337,764.0627552489117,11934,1741273200000,90950.08413287337,TP,0,114.60941328733607,4.490199500000001,110.11921378733607,1146.0941328733606,
412,TS,False,True,12069,1741516200000,85260.0,85434.19642786248,84824.5089303438,290.32737977080217,12069,1741516200000,84824.5089303438,TP,0,43.54910696562001,4.263,39.286106965620014,435.4910696562001,
413,TS,False,True,12072,1741521600000,85024.0,85228.1754854278,84513.56128643051,340.2924757129928,12072,1741521600000,84513.56128643051,TP,0,51.043871356948515,4.2512,46.79267135694852,510.4387135694851,
414,TS,False,True,12075,1741527000000,84552.49,84792.55631249449,83952.3242187638,400.11052082414085,12075,1741527000000,83952.3242187638,TP,0,60.016578123621,4.227624500000001,55.788953623621,600.16578123621,
415,TS,False,True,12076,1741528800000,83489.96,83743.25586160203,82856.72034599495,422.1597693367024,12077,1741530600000,83743.25586160203,SL,1,-25.32958616020187,8.361660793080102,-33.691246953281976,253.2958616020187,0.0
416,TS,False,True,12113,1741595400000,82042.74,82425.56024362698,81085.68939093256,638.033739378298,12114,1741597200000,82042.74,BE,1,0.0,8.204274000000002,-8.204274000000002,0.0,0.0
417,TS,False,True,12128,1741622400000,80043.84,80543.84,78793.84,1001.7664872523866,12130,1741626000000,78793.84,TP,2,125.0,7.941884,117.058116,1250.0,0.0
418,TS,False,True,12133,1741631400000,78511.2,79011.2,77261.2,1005.0632026860087,12134,1741633200000,78511.2,BE,1,0.0,7.85112,-7.85112,0.0,0.0
419,TS,False,True,12144,1741651200000,78595.86,79095.86,77345.86,968.9837438105636,12144,1741651200000,79095.86,SL,0,-50.0,3.929793,-53.929793000000004,500.0,
420,TS,False,True,12493,1742279400000,82691.23,82900.72742694944,82167.48643262638,349.1623782490748,12494,1742281200000,82691.23,BE,1,0.0,8.269123,-8.269123,0.0,0.0
421,TS,False,True,12507,1742304600000,82380.0,82612.03014313191,81799.92464217021,386.7169052198605,12507,1742304600000,81799.92464217021,TP,0,58.00753578297881,4.119,53.88853578297881,580.0753578297881,
422,TL,True,True,12559,1742398200000,84328.0,84095.08911518943,84910.27721202641,388.18480801761206,12563,1742405400000,84328.0,BE,4,0.0,8.432800000000002,-8.432800000000002,0.0,0.0
423,TL,True,True,12593,1742459400000,85934.02,85701.76932295867,86514.64669260333,387.0844617355531,12595,1742463000000,85934.02,BE,2,0.0,8.593402000000001,-8.593402000000001,0.0,0.0
424,TL,True,True,12603,1742477400000,85149.59,84913.09887531628,85740.81781170929,394.15187447286195,12603,1742477400000,85740.81781170929,TP,0,59.12278117092938,4.2574795000000005,54.86530167092938,591.2278117092937,
425,TL,True,True,12604,1742479200000,85513.44,85248.37224136513,86176.1093965872,441.7795977247995,12604,1742479200000,86176.1093965872,TP,0,66.26693965871964,4.275672,61.991267658719636,662.6693965871964,
426,TS,False,True,12728,1742702400000,84224.39,84304.62610801337,84023.79972996659,133.7268466889423,12731,1742707800000,84224.39,BE,3,0.0,8.422439,-8.422439,0.0,0.0
427,TL,True,True,12746,1742734800000,84725.24,84632.24376546897,84957.7305863276,154.99372421839658,12746,1742734800000,84957.7305863276,TP,0,23.24905863275926,4.236262000000001,19.01279663275926,232.4905863275926,
428,TL,True,True,12747,1742736600000,84964.2,84866.9182107926,85207.40447301848,162.13631534565437,12747,1742736600000,84866.9182107926,SL,0,-9.728178920739447,4.24821,-13.976388920739447,97.28178920739447,
429,TL,True,True,12789,1742812200000,87427.99,87226.6086309771,87931.44342255728,335.63561503817687,12792,1742817600000,87427.99,BE,3,0.0,8.742799000000002,-8.742799000000002,0.0,0.0
430,TL,True,True,12795,1742823000000,87278.64,87078.24079898414,87779.63800253962,333.9986683597511,12796,1742824800000,87779.63800253962,TP,1,50.09980025396217,8.752913900126982,41.34688635383519,500.99800253962167,0.0
431,TL,True,True,12835,1742895000000,86880.43,86680.07236864224,87381.32407839436,333.9293855962497,12839,1742902200000,87381.32407839436,TP,4,50.0894078394369,8.713087703919719,41.37632013551718,500.894078394369,0.0
432,TL,True,True,12842,1742907600000,87084.01,86876.77493758424,87602.09765603939,345.391770692926,12842,1742907600000,87602.09765603939,TP,0,51.80876560393954,4.3542005,47.454565103939544,518.0876560393954,
433,TL,True,True,12845,1742913000000,87700.0,87451.02850214015,88322.42874464962,414.95249643307557,12848,1742918400000,87700.0,BE,3,0.0,8.77,-8.77,0.0,0.0
434,TS,False,True,12976,1743148800000,85212.98,85416.90628844357,84703.16427889105,339.87714740596147,12976,1743148800000,85416.90628844357,SL,0,-20.39262884435739,4.260649000000001,-24.65327784435739,203.92628844357387,
435,TS,False,True,12985,1743165000000,85375.57,85595.56843984887,84825.57390037784,366.6640664147729,12985,1743165000000,85595.56843984887,SL,0,-21.999843984885956,4.268778500000001,-26.268622484885956,219.99843984885956,
436,TS,False,True,12988,1743170400000,84994.0,85253.45155260494,84345.37111848766,432.419254341565,12988,1743170400000,84345.37111848766,TP,0,64.86288815123407,4.2497,60.61318815123408,648.6288815123407,
437,TS,False,True,12989,1743172200000,84361.14,84615.91072741887,83724.21318145283,424.617879031453,12992,1743177600000,83724.21318145283,TP,3,63.69268185471738,8.404267659072643,55.288414195644734,636.9268185471738,0.0
438,TS,False,True,13027,1743240600000,83731.2,83893.41082494486,83325.67293763784,270.35137490811036,13027,1743240600000,83325.67293763784,TP,0,40.55270623621618,4.18656,36.36614623621618,405.5270623621618,
439,TS,False,True,13029,1743244200000,83411.45,83587.57991538613,82971.12521153466,293.54985897689016,13029,1743244200000,82971.12521153466,TP,0,44.03247884653393,4.1705725000000005,39.86190634653393,440.3247884653392,
440,TS,False,True,13030,1743246000000,82927.8,83122.22520714426,82441.73698213934,324.04201190711245,13030,1743246000000,82441.73698213934,TP,0,48.606301786066616,4.14639,44.45991178606661,486.06301786066615,
441,TS,False,True,13031,1743247800000,82501.49,82703.61312091968,81996.18219770081,336.8718681994618,13032,1743249600000,82501.49,BE,1,0.0,8.250149000000002,-8.250149000000002,0.0,0.0
442,TS,False,True,13036,1743256800000,82851.95,83055.53946627823,82342.97633430439,339.3157771304042,13041,1743265800000,82342.97633430439,TP,5,50.89736656956084,8.259746316715221,42.637620252845615,508.97366569560836,0.0
443,TS,False,True,13105,1743381000000,81989.68,82221.73842054287,81409.5339486428,386.7640342381336,13105,1743381000000,81409.5339486428,TP,0,58.01460513571947,4.0994839999999995,53.915121135719474,580.1460513571947,
444,TS,False,True,13116,1743400800000,82166.99,82409.45677443843,81560.82306390397,404.11129073069446,13120,1743408000000,82166.99,BE,4,0.0,8.216699,-8.216699,0.0,0.0
445,TS,False,True,13180,1743516000000,83622.96,83850.37041616981,83054.43395957549,379.01736028301707,13180,1743516000000,83054.43395957549,TP,0,56.85260404245201,4.181148,52.67145604245201,568.52604042452,
446,TL,True,True,13229,1743604200000,85736.25,85458.18958413196,86431.40103967009,463.4340264467283,13229,1743604200000,85458.18958413196,SL,0,-27.806041586803623,4.2868125,-32.09285408680363,278.0604158680362,
447,TL,True,True,13230,1743606000000,85877.74,85584.7881852654,86610.11953683652,488.2530245576769,13230,1743606000000,86610.11953683652,TP,0,73.237953683651,4.293887000000001,68.944066683651,732.3795368365099,
448,TL,True,True,13231,1743607800000,86556.16,86250.57617203216,87320.11956991963,509.30637994641427,13231,1743607800000,87320.11956991963,TP,0,76.39595699196217,4.327808,72.06814899196216,763.9595699196216,
449,TL,True,True,13233,1743611400000,87012.57,86713.35432180324,87760.60919549192,498.69279699461293,13235,1743615000000,86713.35432180324,SL,2,-29.921567819676422,8.686296216090165,-38.60786403576659,299.2156781967642,0.0
450,TS,False,True,13316,1743760800000,84571.38,84876.16857876627,83809.40855308431,507.9809646104561,13316,1743760800000,83809.40855308431,TP,0,76.19714469156898,4.228569,71.96857569156899,761.9714469156897,
451,TS,False,True,13317,1743762600000,82924.0,83240.6608231401,82132.34794214972,527.7680385668522,13318,1743764400000,82132.34794214972,TP,1,79.16520578502823,8.252817397107487,70.91238838792074,791.6520578502823,0.0
452,TS,False,True,13417,1743942600000,82880.39,83010.8654202316,82554.20144942102,217.4590337193184,13418,1743944400000,82554.20144942102,TP,1,32.61885505789833,8.27172957247105,24.347125485427277,326.18855057898327,0.0
453,TS,False,True,13419,1743946200000,82539.69,82681.89329601602,82184.18175995996,237.00549336002427,13420,1743948000000,82539.69,BE,1,0.0,8.253969000000001,-8.253969000000001,0.0,0.0
454,TS,False,True,13424,1743955200000,82548.36,82713.56655813738,82135.34360465658,275.34426356228687,13425,1743957000000,82135.34360465658,TP,1,41.3016395343424,8.23418518023283,33.06745435410957,413.01639534342394,0.0
455,TS,False,True,13426,1743958800000,81969.99,82150.8802057409,81517.76448564776,301.48367623482824,13427,1743960600000,81517.76448564776,TP,1,45.22255143522489,8.17438772428239,37.0481637109425,452.22551435224887,0.0
456,TS,False,True,13526,1744138800000,77259.91,77673.08662376452,76226.96844058871,688.6277062741984,13530,1744146000000,77259.91,BE,4,0.0,7.725991000000001,-7.725991000000001,0.0,0.0
457,TS,False,True,13538,1744160400000,76522.07,76944.23160174245,75466.66599564391,703.602669570734,13538,1744160400000,75466.66599564391,TP,0,105.54040043560963,3.8261035000000008,101.71429693560962,1055.4040043560963,
458,TS,False,True,13558,1744196400000,77191.16,77583.77164706711,76209.63088233225,654.3527451118423,13558,1744196400000,76209.63088233225,TP,0,98.15291176677566,3.8595580000000007,94.29335376677565,981.5291176677565,
459,TL,True,True,13636,1744336800000,80452.71,80120.02104675375,81284.43238311565,554.481588743764,13645,1744353000000,81284.43238311565,TP,9,83.17223831156444,8.086857119155784,75.08538119240866,831.7223831156443,0.0
