id,type,long,trend,entry_i,entry_ts,entry,sl,tp,atr,exit_i,exit_ts,exit,reason,bars,gross,comm,net,pts,trail
22,TL,True,True,750,1721142000000,63836.09,63530.378301352306,64600.36924661922,509.5194977461515,750,1721142000000,64600.36924661922,TP,0,76.42792466192259,3.1918045000000004,73.23612016192259,764.2792466192259,
23,TL,True,True,751,1721143800000,64504.0,64194.05399411286,65278.865014717856,516.5766764785692,752,1721145600000,64504.0,BE,1,0.0,6.450400000000001,-6.450400000000001,0.0,0.0
24,TL,True,True,758,1721156400000,64795.43,64498.02546546494,65538.94133633764,495.67422422509594,759,1721158200000,64795.43,BE,1,0.0,6.4795430000000005,-6.4795430000000005,0.0,0.0
25,TL,True,True,766,1721170800000,64616.92,64337.391676542546,65315.740808643626,465.8805390957531,766,1721170800000,65315.740808643626,TP,0,69.8820808643628,3.230846,66.6512348643628,698.820808643628,
26,TL,True,True,769,1721176200000,65220.0,64948.42718781486,65898.93203046285,452.6213536418987,770,1721178000000,65898.93203046285,TP,1,67.89320304628491,6.555946601523142,61.33725644476177,678.9320304628491,0.0
27,TL,True,True,898,1721408400000,66419.43,66161.69053211407,67063.77866971483,429.56577980988607,900,1721412000000,66419.43,BE,2,0.0,6.6419429999999995,-6.6419429999999995,0.0,0.0
28,TL,True,True,902,1721415600000,66788.0,66537.44490768715,67414.3877307821,417.59182052140073,909,1721428200000,66788.0,BE,7,0.0,6.678800000000001,-6.678800000000001,0.0,0.0
29,TL,True,True,926,1721458800000,66625.76,66481.11007594218,66987.38481014452,241.08320676301545,929,1721464200000,66481.11007594218,SL,3,-14.464992405781231,6.65534350379711,-21.12033590957834,144.6499240578123,0.0
30,TL,True,True,956,1721512800000,67092.4,66942.71780029702,67466.60549925742,249.4703328382829,957,1721514600000,66942.71780029702,SL,1,-14.968219970297651,6.701755890014851,-21.6699758603125,149.6821997029765,0.0
31,TS,False,True,1154,1721869200000,65514.81,65757.98899768542,64906.862505786434,405.29832947570713,1154,1721869200000,64906.862505786434,TP,0,60.79474942135639,3.2757405,57.519008921356395,607.9474942135639,
32,TS,False,True,1156,1721872800000,64477.99,64719.007176575695,63875.447058560756,401.6952942928292,1159,1721878200000,63875.447058560756,TP,3,60.2542941439242,6.417671852928038,53.83662229099616,602.542941439242,0.0
33,TS,False,True,1168,1721894400000,64134.0,64330.00316148022,63643.992096299444,326.6719358003688,1169,1721896200000,64330.00316148022,SL,1,-19.600316148022102,6.423200158074011,-26.023516306096113,196.00316148022102,0.0
34,TS,False,True,1175,1721907000000,64268.0,64443.41330408113,63829.46673979717,292.3555068018837,1176,1721908800000,64268.0,BE,1,0.0,6.4268,-6.4268,0.0,0.0
35,TS,False,True,1189,1721932200000,64894.47,65126.53629858075,64314.30425354812,386.7771643012552,1190,1721934000000,64894.47,BE,1,0.0,6.489447,-6.489447,0.0,0.0
36,TL,True,True,1218,1721984400000,67106.0,66931.99363292255,67541.01591769364,290.0106117957584,1225,1721997000000,67106.0,BE,7,0.0,6.7106,-6.7106,0.0,0.0
37,TL,True,True,1227,1722000600000,67411.99,67240.84468718176,67839.8532820456,285.2421880304015,1227,1722000600000,67839.8532820456,TP,0,42.78632820455969,3.3705995000000004,39.41572870455969,427.86328204559686,
38,TL,True,True,1230,1722006000000,67328.0,67123.03049771805,67840.42375570488,341.615837136586,1234,1722013200000,67328.0,BE,4,0.0,6.7328,-6.7328,0.0,0.0
39,TL,True,True,1239,1722022200000,67877.78,67687.76213664019,68352.82465839952,316.6964389330182,1241,1722025800000,67687.76213664019,SL,2,-19.001786335981162,6.778277106832009,-25.780063442813173,190.0178633598116,0.0
40,TL,True,True,1261,1722061800000,67979.98,67860.70159537181,68278.17601157047,198.79734104698358,1262,1722063600000,68278.17601157047,TP,1,29.819601157047146,6.812907800578524,23.00669335646862,298.19601157047146,0.0
41,TL,True,True,1266,1722070800000,67985.99,67863.89487893881,68291.22780265298,203.4918684353193,1272,1722081600000,68291.22780265298,TP,6,30.523780265297685,6.813860890132649,23.709919375165036,305.2378026529768,0.0
42,TL,True,True,1274,1722085200000,68400.0,68275.68508870315,68710.78727824212,207.1915188280815,1274,1722085200000,68710.78727824212,TP,0,31.07872782421182,3.42,27.658727824211823,310.7872782421182,
43,TL,True,True,1275,1722087000000,68832.0,68690.3018680815,69186.24532979626,236.16355319750446,1275,1722087000000,69186.24532979626,TP,0,35.424532979626385,3.4416,31.982932979626383,354.24532979626383,
44,TL,True,True,1321,1722169800000,67857.99,67691.16032053396,68275.0641986651,278.0494657767352,1324,1722175200000,67857.99,BE,3,0.0,6.785799000000001,-6.785799000000001,0.0,0.0
45,TL,True,True,1349,1722220200000,69238.0,69049.73256410024,69708.66858974939,313.7790598329289,1350,1722222000000,69708.66858974939,TP,1,47.06685897493881,6.947333429487469,40.11952554545134,470.66858974938805,0.0
46,TL,True,True,1354,1722229200000,69367.99,69191.33203908803,69809.63490227997,294.4299348533105,1356,1722232800000,69809.63490227997,TP,2,44.16449022799643,6.958881245114,37.20560898288243,441.6449022799643,0.0
47,TL,True,True,1369,1722256200000,69720.7,69569.1911534642,70099.4721163395,252.5147442263389,1371,1722259800000,69569.1911534642,SL,2,-15.150884653579851,6.964494557673211,-22.115379211253064,151.5088465357985,0.0
48,TS,False,True,1416,1722340800000,66574.0,66745.22026248314,66145.94934379215,285.367104138567,1417,1722342600000,66574.0,BE,1,0.0,6.657400000000001,-6.657400000000001,0.0,0.0
49,TS,False,True,1419,1722346200000,66642.0,66837.11756365724,66154.20609085691,325.1959394287285,1419,1722346200000,66837.11756365724,SL,0,-19.511756365724434,3.3321000000000005,-22.843856365724434,195.11756365724432,
50,TS,False,True,1420,1722348000000,66382.0,66582.46588053886,65880.83529865285,334.1098008981054,1421,1722349800000,65880.83529865285,TP,1,50.1164701347152,6.613141764932643,43.50332836978256,501.164701347152,0.0
51,TS,False,True,1426,1722358800000,66180.02,66398.55273421442,65633.68816446395,364.22122369069956,1428,1722362400000,65633.68816446395,TP,2,54.63318355360534,6.590685408223199,48.04249814538214,546.3318355360534,0.0
52,TS,False,True,1448,1722398400000,66058.0,66227.78424091853,65633.53939770369,282.973734864207,1449,1722400200000,65633.53939770369,TP,1,42.44606022963126,6.584576969885185,35.86148325974607,424.4606022963126,0.0
53,TS,False,True,1468,1722434400000,66508.01,66683.82560795175,66068.4709801206,293.02601325292494,1468,1722434400000,66683.82560795175,SL,0,-17.58156079517503,3.3254004999999998,-20.90696129517503,175.81560795175028,
54,TS,False,True,1488,1722470400000,64628.01,64879.09700101347,64000.292497466326,418.4783350224495,1492,1722477600000,64000.292497466326,TP,4,62.77175025336765,6.431415124873317,56.34033512849433,627.7175025336765,0.0
55,TS,False,True,1497,1722486600000,63840.01,64065.616503584344,63275.99374103915,376.01083930723604,1498,1722488400000,64065.616503584344,SL,1,-22.560650358434216,6.3952813251792175,-28.955931683613436,225.60650358434214,0.0
56,TS,False,True,1518,1722524400000,63935.83,64163.53898772298,63366.55753069255,379.5149795383015,1518,1722524400000,63366.55753069255,TP,0,56.92724693074488,3.1967915000000002,53.730455430744875,569.2724693074488,
57,TS,False,True,1540,1722564000000,64648.0,64932.4375504063,63936.90612398425,474.0625840105011,1540,1722564000000,63936.90612398425,TP,0,71.10938760157515,3.2324,67.87698760157515,711.0938760157514,
58,TS,False,True,1548,1722578400000,64170.01,64417.85426557009,63550.399336074785,413.07377595014464,1549,1722580200000,64170.01,BE,1,0.0,6.417001,-6.417001,0.0,0.0
59,TS,False,True,1578,1722632400000,62622.01,62973.950230844304,61742.15942288926,586.5670514071649,1578,1722632400000,61742.15942288926,TP,0,87.98505771107449,3.1311005000000005,84.85395721107449,879.8505771107448,
60,TS,False,True,1585,1722645000000,61552.46,61895.3641972052,60695.199506986995,571.5069953420042,1586,1722646800000,60695.199506986995,TP,1,85.72604930130038,6.11238297534935,79.61366632595103,857.2604930130037,0.0
61,TS,False,True,1610,1722690000000,62002.71,62172.452531147996,61578.35367213001,282.9042185799894,1613,1722695400000,62172.452531147996,SL,3,-16.974253114799648,6.208758126557401,-23.18301124135705,169.7425311479965,0.0
62,TS,False,True,1614,1722697200000,61990.0,62161.57383023006,61561.06542442486,285.9563837167602,1614,1722697200000,61561.06542442486,TP,0,42.893457557514196,3.0995,39.7939575575142,428.93457557514193,
63,TS,False,True,1615,1722699000000,61567.6,61764.40441378505,61075.58896553737,328.00735630842007,1615,1722699000000,61075.58896553737,TP,0,49.201103446263005,3.07838,46.122723446263,492.01103446263005,
64,TS,False,True,1619,1722706200000,60757.59,60993.67656534035,60167.37358664912,393.4776089005832,1622,1722711600000,60167.37358664912,TP,3,59.02164133508777,6.046248179332456,52.97539315575531,590.2164133508777,0.0
65,TS,False,True,1647,1722756600000,60595.66,60762.450089856386,60178.684775359055,277.98348309396755,1648,1722758400000,60178.684775359055,TP,1,41.6975224640948,6.038717238767953,35.65880522532685,416.975224640948,0.0
66,TS,False,True,1663,1722785400000,59320.0,59522.37153793476,58814.071155163096,337.28589655793473,1665,1722789000000,58814.071155163096,TP,2,50.59288448369043,5.9067035577581555,44.68618092593228,505.9288448369043,0.0
67,TS,False,True,1666,1722790800000,58663.9,58890.142311531585,58098.29422117104,377.07051921930844,1666,1722790800000,58098.29422117104,TP,0,56.56057788289618,2.9331950000000004,53.627382882896185,565.6057788289618,
68,TS,False,True,1667,1722792600000,58195.8,58457.19200356505,57542.319991087395,435.6533392750723,1667,1722792600000,57542.319991087395,TP,0,65.34800089126075,2.9097900000000005,62.43821089126075,653.4800089126074,
