ts	sig	net	gross	reason
1754701500000	short	-1.1430903700458828	4.688909129954118	TP
1754703000000	short	-10.20089388752503	-4.372419887525029	SL
1754709000000	short	-1.6562990422631803	4.166181457736821	TP
1754740500000	long	5.455878192256962	11.311378192256962	TP
1754742600000	long	-15.7895167579101	-9.9338872579101	SL
1754745300000	short	-14.718837415129602	-8.871240915129603	SL
1754748300000	short	-14.78865319107897	-8.943917691078969	SL
1754765400000	short	-0.884881399562059	4.9491186004379415	TP
1754769300000	short	-10.752168375939588	-4.925383875939588	SL
1754775000000	short	3.080541505180805	8.907108505180805	TP
1754811300000	long	7.3961591965708315	13.281159696570832	TP
1754834400000	long	6.80348373495073	12.721664234950731	TP
1754857800000	short	-17.529873654199495	-11.611271154199494	SL
1754874900000	long	7.563186941838661	13.512286441838661	TP
1754907000000	short	7.842955102740032	13.907457602740033	TP
1754909700000	short	8.389542674248599	14.4487846742486	TP
1754910300000	short	10.969121979327547	17.021421479327547	TP
1754935800000	short	-24.27671320910419	-18.30201320910419	SL
1754949300000	short	14.604230268427026	20.539860768427026	TP
1754987700000	short	-14.041810607292124	-8.100189607292123	SL
1754990100000	short	4.803516567517455	10.740516067517456	TP
1754997300000	short	7.43194361325964	13.35286261325964	TP
1755019500000	long	13.871887269303432	19.842509769303433	TP
1755036000000	long	8.34649577026962	14.337018270269619	TP
1755044400000	long	-16.878117479532587	-10.880456479532587	SL
1755089100000	long	5.619507145357493	11.639507145357493	TP
1755092400000	long	-21.76386436784576	-15.746663367845759	SL
1755096600000	long	27.041503761858937	33.08590376185894	TP
1755121500000	long	12.153179017957855	18.273975017957856	TP
1755137400000	long	12.983945006361925	19.152361506361924	TP
1755147600000	short	6.543211373731785	12.695923373731786	TP
1755156900000	short	12.111927701428503	18.212047201428504	TP
1755174000000	short	12.092203282811724	18.140813282811724	TP
1755207900000	short	15.483849001235196	21.377494501235198	TP
1755241800000	long	5.756441849829434	11.700182849829435	TP
1755243000000	long	5.531729067836253	11.473410567836254	TP
1755270900000	short	20.51317197258232	26.389690972582322	TP
1755287700000	short	-19.953461117438284	-14.106647617438284	SL
1755324900000	short	1.5604744363640783	7.43361293636408	TP
1755338400000	short	3.345099527944253	9.216113527944254	TP
1755340800000	short	-15.676244345593744	-9.809694345593744	SL
1755382500000	short	0.009410779313818729	5.882604279313819	TP
1755414000000	long	-0.17963307513794824	5.715367424862052	TP
1755440400000	long	1.1410825832836933	7.050310083283694	TP
1755447600000	short	2.206095065235126	8.114682565235126	TP
1755457500000	short	3.869977733817417	9.755977733817417	TP
1755475500000	short	2.8581739350966995	8.7343869350967	TP
1755476400000	short	4.526105838340013	10.396847338340013	TP
1755495900000	short	8.025511240807672	13.789968740807673	TP
1755499500000	short	13.785641797503052	19.545641797503052	TP
1755509700000	short	9.06807329941985	14.812903299419851	TP
1755525600000	short	12.22545173697841	17.97751623697841	TP
1755549300000	long	7.518423103927959	13.328319603927959	TP
1755557700000	long	4.847629940434394	10.667629440434395	TP
1755561000000	short	4.711906392260727	10.524372892260727	TP
1755569400000	short	9.362445804242995	15.155778304242995	TP
1755573000000	short	9.473618326317041	15.254429326317041	TP
1755588900000	short	8.9894592257445	14.732225725744502	TP
1755611400000	short	13.570004673869118	19.33500467386912	TP
1755616800000	short	21.945133194253458	27.651334694253457	TP
1755629400000	short	11.211050696403362	16.868081196403363	TP
1755630900000	short	11.103640298447598	16.7556812984476	TP
1755646200000	short	8.539629770743275	14.194766270743276	TP
1755647400000	short	-20.462424612315743	-14.820159112315743	SL
1755654300000	short	11.326024807065043	16.972178307065043	TP
1755676200000	long	1.903752611170046	7.580927611170046	TP
1755690300000	short	7.208586537135625	12.878836037135626	TP
1755696900000	short	-22.389078803627143	-16.722689803627144	SL
1755699600000	short	20.068457580738784	25.710958080738784	TP
1755713100000	long	-28.61536680724489	-22.92709830724489	SL
1755751200000	short	-15.755755721743416	-10.062577221743414	SL
1755753300000	short	4.527284637226656	10.217587137226657	TP
1755757800000	short	-14.579879926277291	-8.89588042627729	SL
1755776400000	short	3.39589995018613	9.06456395018613	TP
1755789300000	short	17.95083781102089	23.599097311020888	TP
1755804900000	short	-19.715163999999767	-14.105999999999767	Timeout
1755834600000	long	6.125552676749754	11.774078176749754	TP
1755838500000	short	6.3482539318940425	11.990635431894043	TP
1755839700000	long	6.134233087731878	11.780450087731879	TP
1755844200000	long	7.816439944976307	13.466409444976307	TP
1755863100000	short	4.461863132727598	10.080273132727598	TP
1755864000000	short	4.0305252494919594	9.64828974949196	TP
1755866400000	short	10.031427185962801	15.645627185962804	TP
1755900600000	long	5.783973777753832	11.623179777753831	TP
1755911700000	long	4.693118798456644	10.526643798456645	TP
1755914100000	short	6.263918837194301	12.086598337194301	TP
1755921600000	short	-20.15982368770796	-14.376523687707959	SL
1755941400000	short	0.4658324721266087	6.250911472126609	TP
1755956700000	short	4.4227838461719	10.1756473461719	TP
1755962100000	short	-16.761389645172372	-11.020971145172371	SL
1756004400000	short	5.085829657027461	10.843702657027462	TP
1756007400000	short	4.503769124174906	10.259189624174907	TP
1756018500000	short	-12.69221189834143	-6.949091898341431	SL
1756032000000	short	3.835176112320216	9.578176112320216	TP
1756044900000	short	5.32942900873485	11.054361008734851	TP
1756054800000	short	5.397345328800879	11.11859232880088	TP
1756094400000	short	10.127488280479458	15.777188280479459	TP
1756129500000	short	19.29625945425228	24.857659454252282	TP
1756167900000	short	19.151879227935744	24.634879227935745	TP
1756169100000	short	26.070507383098246	31.544507383098246	TP
1756170000000	short	29.821204783040958	35.28505128304096	TP
1756192500000	short	-19.69113778836158	-14.19713778836158	SL
1756209300000	short	7.262037397193024	12.755863397193025	TP
1756216200000	short	24.171291464088533	29.665490964088534	TP
1756225200000	short	-26.8635819913687	-21.3872124913687	SL
1756255200000	long	7.709777801378377	13.288255301378378	TP
1756259100000	short	-17.68876457963268	-12.127921579632677	SL
1756275600000	short	5.8002557247067115	11.362606724706712	TP
1756333200000	short	-26.75147044102334	-21.18368094102334	SL
1756338300000	short	-19.930098899015782	-14.37085689901578	SL
1756341300000	short	12.176598048283783	17.730127548283782	TP
1756372500000	long	-15.454748074498237	-9.804497574498237	SL
1756387800000	long	7.4823073707855645	13.130456870785565	TP
1756388400000	long	9.122530189606142	14.768031689606142	TP
1756396500000	short	13.84756069444871	19.48148719444871	TP
1756433400000	short	9.082630157289032	14.665361657289033	TP
1756434000000	short	10.223991959602213	15.810117959602213	TP
1756435500000	short	9.28341224058158	14.857328740581579	TP
1756436700000	short	9.340174226565223	14.920503726565222	TP
1756443900000	short	5.206838108626968	10.779831108626968	TP
1756449600000	short	5.104682398157262	10.666966898157263	TP
1756480500000	short	24.873842950990408	30.303175950990408	TP
1756494300000	short	12.45210553004623	17.87224303004623	TP
1756498800000	short	13.535838824027685	18.936088824027685	TP
1756520700000	short	8.458181496480293	13.849407996480295	TP
1756555200000	long	1.5994639791328265	7.023167479132827	TP
1756559700000	short	4.515472471536309	9.93074447153631	TP
1756581600000	long	1.001461061526439	6.435461061526439	TP
1756612800000	long	2.1800813078415056	7.635400807841506	TP
1756618800000	short	-1.873781999999534	3.563000000000466	Timeout
1756622100000	short	2.174176085072582	7.607427585072583	TP
1756633500000	short	2.071091532544883	7.507514532544883	TP
1756637100000	short	4.487686836998198	9.912671836998198	TP
1756641900000	short	2.7809969679252404	8.202677467925241	TP
1756642500000	short	-13.735359745302487	-8.317089245302487	SL
1756677600000	long	1.3329876721504288	6.77900367215043	TP
1756679400000	long	2.7182893037465954	8.167061303746596	TP
1756687200000	short	12.609590847328636	18.017948347328637	TP
1756695600000	short	12.843000264238913	18.227334764238915	TP
1756701900000	short	-20.097125050881317	-14.729723550881317	SL
1756721400000	long	-22.050448143741363	-16.589599143741363	SL
1756737900000	long	12.717559415335087	18.164114915335087	TP
1756746900000	short	10.34265447394138	15.77571847394138	TP
1756759800000	short	9.876763557893838	15.316959057893838	TP
1756799100000	long	5.967798252387931	11.475602752387932	TP
1756809900000	long	-17.612063451784167	-12.104164451784165	SL
1756830300000	long	21.072246878091626	26.596776878091624	TP
1756850400000	long	7.4197970680238825	12.968525068023883	TP
1756852200000	long	6.899911801948923	12.449973301948923	TP
1756861500000	long	7.811861873375858	13.371799873375858	TP
1756863900000	short	-17.833585924478147	-12.285489424478147	SL
1756879800000	short	4.501034737522447	10.036035237522448	TP
1756903200000	long	8.302228449680202	13.865027449680202	TP
1756917600000	long	12.28781554317786	17.87449754317786	TP
1756935900000	short	3.2598099116760393	8.85473141167604	TP
1756943700000	short	2.154128093408243	7.739413593408244	TP
1756953000000	short	6.788674413739851	12.36888091373985	TP
1756955400000	short	-17.409923971603067	-11.835899971603068	SL
1756958700000	short	6.738948503708794	12.302575503708795	TP
1757003400000	short	10.812407712936828	16.28955521293683	TP
1757067000000	long	6.92719443724298	12.53886343724298	TP
1757070600000	long	4.850600335747602	10.459742835747603	TP
1757094600000	short	12.217070858494399	17.7463078584944	TP
1757108400000	short	15.791707431241964	21.334081931241965	TP
1757117100000	short	2.2758163793481323	7.8085803793481325	TP
1757150100000	short	-9.272765432132314	-3.7363014321323136	SL
1757172000000	short	-1.1962117275847008	4.341849772415299	TP
1757226000000	long	-8.583039017027119	-3.0544530170271176	SL
1757226900000	long	-2.410752010783952	3.115469489216048	TP
1757249100000	long	-0.3149581063841431	5.239796893615858	TP
1757266500000	short	-12.28638181253858	-6.734720812538581	SL
1757268000000	short	-11.871237677637804	-6.322738177637802	SL
1757282700000	short	0.026107632645667955	5.581838632645668	TP
1757290800000	short	4.527404660287967	10.081607160287968	TP
1757298300000	short	6.777932421486249	12.32108942148625	TP
1757339700000	long	10.166625805092174	15.761953305092176	TP
1757350800000	long	8.529427039419009	14.145476039419009	TP
1757360400000	short	3.8591992899405865	9.464946789940587	TP
1757364600000	short	1.9465445998126656	7.548546099812666	TP
1757375100000	short	-11.94610422304789	-6.343521723047889	SL
1757384700000	short	7.143485411040323	12.708546911040322	TP
1757413200000	long	2.1250059616700305	7.766857961670031	TP
1757419200000	short	3.5200075570482214	9.147948557048222	TP
1757467800000	short	6.467539204819045	12.020538704819046	TP
1757495100000	long	8.196533002978203	13.804559002978204	TP
1757504400000	long	2.8879062544822087	8.49921725448221	TP
1757520900000	long	-8.389279499999768	-2.7059999999997673	Timeout
1757525100000	long	8.41927064241207	14.093371142412071	TP
1757568000000	long	3.5939113545283323	9.293511854528333	TP
1757574000000	long	3.6774859921293874	9.381193492129388	TP
1757576700000	long	4.072586855545048	9.775989855545049	TP
1757582100000	short	1.8408459187277897	7.538491418727791	TP
1757614200000	long	5.375755508881001	11.093614508881002	TP
1757649000000	long	-17.5168875669668	-11.756128566966801	SL
1757665200000	short	2.157787430409604	7.918542930409604	TP
1757679000000	short	-13.166904305357502	-7.424095805357502	SL
1757726700000	long	2.174764763959148	7.974814763959149	TP
1757728800000	short	4.576638848936867	10.369969348936866	TP
1757762700000	long	-1.9399157566139618	3.8553437433860385	TP
1757764800000	long	-2.172936535709341	3.6226754642906602	TP
1757772900000	short	2.0606037804630315	7.854912280463032	TP
1757778000000	short	1.6607481702470794	7.44809767024708	TP
1757810700000	long	-1.9544294389032624	3.8400355610967383	TP
1757811600000	long	-10.83556346200032	-5.0423779620003195	SL
1757812500000	short	-0.5103907789666255	5.280704221033375	TP
1757823600000	short	1.0158914175650127	6.798618417565013	TP
1757848500000	long	-1.4650402110924947	4.333159788907506	TP
1757851200000	short	-0.3417809621415788	5.449770537858422	TP
1757853900000	short	-0.8838971950329952	4.904091304967006	TP
1757861400000	short	-3.045151500000815	2.720999999999185	Timeout
1757876700000	short	-1.3286754506428284	4.442634549357172	TP
1757891100000	long	3.0827585866471052	8.870258586647106	TP
1757899500000	short	6.231478774816904	11.989704274816905	TP
1757919600000	long	5.432266186865464	11.237401186865464	TP
1757924100000	short	10.470909457238143	16.254052457238142	TP
1757928000000	short	12.267462028681265	18.021422028681265	TP
1757943900000	short	-22.063695439345775	-16.335095939345774	SL
1757980800000	long	0.9976015607079249	6.761151060707926	TP
1757982900000	short	1.9953084771419611	7.753905477141962	TP
1758011400000	long	3.3668624519280517	9.146862951928052	TP
1758012600000	long	-12.7835	-7.0	Timeout
1758017700000	short	1.5625294600841366	7.338830460084137	TP
1758022200000	short	1.7883668837891857	7.559250383789186	TP
1758024300000	short	0.9160516260238714	6.6848391260238715	TP
1758032400000	short	10.587637730180534	16.345277730180534	TP
1758066000000	long	1.5767707454104531	7.411929745410453	TP
1758068400000	long	1.7580544986306448	7.591028998630645	TP
1758072600000	long	3.538590869928367	9.368046869928367	TP
1758074400000	long	2.7229354049145513	8.552100904914552	TP
1758084900000	short	-13.471066119224975	-7.655391619224975	SL
1758111000000	short	0.4465783636554903	6.263485363655491	TP
1758114900000	short	2.893308741155791	8.704234241155792	TP
1758116700000	short	6.101886667560322	11.906886667560322	TP
1758127500000	short	5.359778624142837	11.137705624142837	TP
1758191100000	long	1.8644174160677691	7.72046591606777	TP
1758233700000	short	0.9890866134052265	6.853011113405228	TP
1758253800000	short	2.894651676167336	8.742949676167337	TP
1758262500000	short	1.0710996408882023	6.913867640888203	TP
1758288300000	short	-13.783631080391958	-7.973031080391957	SL
1758312000000	short	3.4223029646549925	9.187098464654992	TP
1758334800000	short	-1.029124674012765	4.746603325987235	TP
1758342900000	short	-1.8245612518219456	3.952532748178055	TP
1758358500000	long	-1.9448601146526432	3.8402113853473567	TP
1758388200000	long	-1.8842734760459745	3.9109400239540264	TP
1758394200000	short	-9.193908692060333	-3.4067481920603315	SL
1758395100000	short	-8.90340447155919	-3.117273971559189	SL
1758411900000	short	-3.1968437516562584	2.5870382483437426	TP
1758415800000	short	-2.700382196027779	3.084274803972221	TP
1758420600000	short	-3.394908711275355	2.384328288724646	TP
1758431400000	short	-7.662586526508543	-1.8864685265085428	SL
1758447600000	short	-1.3212628099936632	4.454551690006338	TP
1758468900000	short	-1.8542011878132363	3.9227978121867637	TP
1758489000000	short	-1.2582822734263406	4.50740322657366	TP
1758490200000	short	-1.137666577410851	4.63033292258915	TP
1758493200000	short	0.24093521838154786	6.0056147183815485	TP
1758506400000	short	11.159839308723717	16.883478308723717	TP
1758561600000	short	-1.5739570000004077	4.047999999999592	Timeout
1758586200000	short	-13.505818813703883	-7.878317313703883	SL
1758590100000	short	2.9424553882296225	8.563271388229623	TP
1758593100000	short	3.585340601139677	9.204340101139678	TP
1758597300000	short	8.968561300892855	14.571256300892856	TP
1758620700000	long	3.265653195556369	8.91065319555637	TP
1758623700000	long	2.821807369208214	8.465188869208214	TP
1758626100000	short	2.7633521252101616	8.403700125210163	TP
1758644100000	short	8.170852789097946	13.807555289097946	TP
1758650700000	short	10.178496676679874	15.786730676679873	TP
1758654300000	short	8.873117389425527	14.467162889425527	TP
1758659700000	short	8.401465168579932	13.992936668579933	TP
1758684600000	short	-20.54856917391962	-14.95441967391962	SL
1758721800000	long	3.968648608339718	9.614898608339718	TP
1758741900000	long	3.6085563815062844	9.283453881506285	TP
1758760200000	short	4.0945405355797515	9.754516535579752	TP
1758762000000	short	6.712822765628573	12.369257765628573	TP
1758765600000	short	11.18865270972733	16.82955670972733	TP
1758771000000	short	11.66089057488842	17.28622957488842	TP
1758783900000	short	6.91258997454533	12.495431474545331	TP
1758799500000	short	4.905253913859528	10.482497413859528	TP
1758801600000	short	5.955096645840507	11.529063645840507	TP
1758803400000	short	11.29132004539899	16.86670804539899	TP
1758805800000	short	15.812555589604862	21.37631108960486	TP
1758843600000	short	11.618276743803195	17.072435243803195	TP
1758844500000	short	-21.860113796879297	-16.410389296879295	SL
1758865800000	short	-16.014668675838845	-10.555218675838843	SL
1758873000000	short	-19.53052487656366	-14.07592487656366	SL
1758897300000	short	18.412049122404355	23.864976622404356	TP
1758898800000	short	17.937313511747128	23.39183101174713	TP
1758913200000	long	10.289957435227123	15.766752935227125	TP
1758953100000	long	-1.2213333112434768	4.256761688756524	TP
1758955500000	short	-8.974475552399714	-3.4990750523997125	SL
1758961500000	short	-1.1605728241822968	4.307322675817704	TP
1759033800000	short	-1.9878057931481652	3.4818047068518356	TP
1759041300000	short	-2.857811269398674	2.6112387306013263	TP
1759060500000	short	-10.283687277515943	-4.815236277515942	SL
1759063800000	short	0.9316906494538051	6.397177649453806	TP
1759086600000	long	1.0166754390645405	6.522661439064541	TP
1759110300000	long	7.126441733362258	12.718429233362258	TP
1759122000000	long	1.13137975336363	6.716739253363631	TP
1759125600000	long	0.90375302246576	6.486990022465761	TP
1759128900000	long	2.0278727457561443	7.609514245756145	TP
1759130700000	short	-12.916720932431595	-7.336327932431596	SL
1759143600000	long	2.3800293371824317	7.980429337182432	TP
1759144800000	long	2.8099537932961107	8.408889793296112	TP
1759164900000	long	-19.747830764838906	-14.066523264838906	SL
1759184100000	long	1.4838244139565848	7.1881744139565855	TP
1759191300000	long	3.3398114682798425	9.045639468279843	TP
1759204200000	long	-15.124651819550582	-9.407662319550582	SL
1759206600000	short	2.3419381377745747	8.053436637774576	TP
1759208700000	short	2.3640570201786195	8.07431502017862	TP
1759212600000	short	3.05705275427509	8.75467275427509	TP
1759218600000	short	4.044400301324582	9.731405801324582	TP
1759301100000	long	5.987822963789164	11.705235963789164	TP
1759323000000	long	7.398123202706415	13.216292702706415	TP
1759349100000	long	6.6795550979015035	12.540263597901504	TP
1759380600000	long	-17.811267385156988	-11.881301385156986	SL
1759383000000	long	5.677864804073936	11.603340304073937	TP
1759390800000	long	2.8721954575146666	8.795309457514668	TP
1759391400000	long	2.507134675100829	8.43013417510083	TP
1759416000000	long	15.696020155278362	21.646019655278362	TP
1759440600000	long	9.600507206602	15.613058206602	TP
1759456800000	short	6.769393752473674	12.769393252473675	TP
1759466700000	short	3.2616941365256427	9.269868636525644	TP
1759470600000	short	2.0424367247760644	8.037136724776065	TP
1759477500000	short	2.264689884604289	8.25167488460429	TP
1759490100000	long	3.5431951828714734	9.551486682871474	TP
1759500300000	long	10.537370899631426	16.548812399631426	TP
1759513800000	long	38.75203687050953	44.83239037050953	TP
1759533000000	long	-15.842325818530188	-9.727533318530186	SL
1759537500000	long	3.091216446736545	9.199639446736546	TP
1759538400000	short	-8.887757500000582	-2.7850000000005823	Timeout
1759539000000	short	3.443347249615603	9.546052249615604	TP
1759541400000	short	3.1074011488098368	9.208858648809837	TP
1759542900000	short	4.192481633657914	10.285742133657914	TP
1759563300000	long	0.9760966533927347	7.091896153392736	TP
1759567500000	short	1.9783875474925736	8.093561547492573	TP
1759575600000	short	-0.8199680309826292	5.288679469017371	TP
1759577100000	short	0.5947165464729647	6.699454046472965	TP
1759582500000	short	-11.40436384743171	-5.30408284743171	SL
1759593600000	short	5.526995264784563	11.622958764784563	TP
1759595100000	short	-18.606098712034278	-12.520559212034279	SL
1759625400000	long	-0.7211778809512372	5.388072619048763	TP
1759650900000	long	11.630725156143953	17.866406656143955	TP
1759654500000	long	-20.98163860969354	-14.751839109693538	SL
1759683000000	short	9.67438780746491	15.82000880746491	TP
1759694400000	short	8.266081025142604	14.401203025142605	TP
1759717800000	long	16.34701660474413	22.52331560474413	TP
1759726200000	long	-19.854380547117174	-13.670590547117172	SL
1759786500000	short	12.965534462983957	19.211389962983958	TP
1759800300000	short	7.9761749090467	14.2118739090467	TP
1759825500000	short	8.346865529138496	14.528934529138496	TP
1759881600000	short	10.44022177308818	16.51961327308818	TP
1759896000000	short	8.778541282823593	14.851381782823593	TP
1759896600000	short	10.666236241311648	16.735456741311648	TP
1759902900000	short	9.088886867240921	15.157587367240922	TP
1759928700000	long	9.7240317332408	15.849799733240799	TP
1759931400000	short	-29.848830540768105	-23.736355040768103	SL
1759956300000	long	-22.641608532025508	-16.478448532025507	SL
1759968000000	long	3.0014152973549146	9.162608797354915	TP
1759995900000	short	5.032208624969537	11.129044624969538	TP
1760017200000	long	16.87972322092652	23.017523220926524	TP
1760017800000	long	19.31693072620734	25.45240522620734	TP
1760019000000	short	25.542349882176985	31.664774382176986	TP
1760060400000	long	4.449614848813575	10.527888348813576	TP
1760064300000	short	6.5753420733319885	12.63818507333199	TP
1760065800000	short	-20.19467751265912	-14.14007601265912	SL
1760082600000	short	6.453558177307462	12.509288177307463	TP
1760083200000	short	8.458843663086768	14.515207663086768	TP
1760125200000	short	30.15374524475847	35.99994324475847	TP
1760148000000	short	-58.166235795342494	-52.587770295342494	SL
1760198400000	short	10.148472126960101	15.7457696269601	TP
1760212500000	short	16.133662732398957	21.692578232398958	TP
1760217300000	short	-40.193554918884985	-34.679705418884986	SL
1760229000000	short	15.7200138308357	21.238130330835702	TP
1760232000000	short	18.65994161869829	24.157893618698292	TP
1760304600000	long	26.15941260471516	31.884262104715162	TP
1760328900000	short	-25.856922078451102	-20.118192078451102	SL
1760329800000	short	-26.44833229750626	-20.708907797506257	SL
1760346900000	short	-24.14879725511416	-18.40368025511416	SL
1760400600000	short	6.075709337230477	11.837016837230477	TP
1760418000000	short	-26.622987291348235	-20.967217791348233	SL
1760448300000	short	19.291156466859622	24.82883896685962	TP
1760449200000	short	25.33459847310116	30.86859847310116	TP
1760470500000	long	24.82869222119333	30.46380222119333	TP
1760486100000	long	-20.216654352211737	-14.565247352211736	SL
1760487900000	short	-21.210377810503957	-15.568998310503957	SL
1760489100000	long	12.481879656662365	18.124845656662366	TP
1760490600000	short	15.41981500234867	21.05616400234867	TP
1760529900000	short	12.49027474745121	18.09335124745121	TP
1760532300000	short	13.843519605554828	19.42917060555483	TP
1760535000000	short	15.821972454603452	21.403925454603453	TP
1760536200000	short	23.780524277512736	29.347815777512736	TP
1760541600000	short	-39.64262236565262	-34.09697236565262	SL
1760560500000	short	19.547324202378036	25.105537202378038	TP
1760575500000	short	-23.07238457746	-17.548986077459997	SL
1760600100000	short	13.35877611037417	18.90288461037417	TP
1760628600000	short	29.504265874651402	35.010456374651405	TP
1760676600000	long	7.918145174522938	13.35831667452294	TP
1760697300000	short	-41.85579363770717	-36.63615963770717	SL
1760706900000	short	26.956372579056435	32.22348557905644	TP
1760712000000	short	37.7665448944972	43.0268633944972	TP
1760729400000	long	17.420833001572547	22.738132501572547	TP
1760739600000	long	9.412408719296089	14.762442719296088	TP
1760740500000	long	-10.85695650000099	-5.51200000000099	Timeout
1760746800000	short	-17.448430787224332	-12.11886228722433	SL
1760755500000	short	9.6478131705182	14.9825986705182	TP
1760756400000	short	-19.86016160609543	-14.526189606095432	SL
1760821500000	long	4.139384291577636	9.486477791577636	TP
1760836500000	short	3.9563272860397785	9.30261178603978	TP
1760863800000	short	11.20346499665284	16.52668649665284	TP
1760866200000	short	10.99937353496775	16.31737303496775	TP
1760876700000	long	12.454521687618971	17.82919668761897	TP
1760879100000	long	11.070897140328888	16.44176114032889	TP
1760904600000	long	-4.462892999999709	0.9800000000002911	Timeout
1760905800000	long	-8.347999500000817	-2.9040000000008153	Timeout
1760951700000	long	12.352031147347866	17.891730647347867	TP
1760964600000	long	7.6055557177139645	13.145750717713964	TP
1760982300000	short	22.718035216015643	28.237856216015643	TP
1761036600000	short	10.310692854168188	15.695469854168188	TP
